Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Listing_Type,Area_SqFt,Build_Area_SqFt,Price_per_SqFt,Neighborhood,Road_Width_Feet,Year_AD,Property_Age,Age_Unknown,Amenity_Count,Log_Price,Log_Area,Neighborhood_Freq,Neighborhood_MedianPPSF,Predicted_Price,Value_Gap_Pct
"House For Sale In Samakhusi, Kathmandu","Samakhusi kharibot, Samakhusi, Kathmandu",Kathmandu,27500000,6,3,3.0,3,West,,10K,4 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",Sale,1369.0,,20087.65522279036,Samakhusi,13.0,,2.0,1,9,17.129696599000436,7.222566018822171,0.018002322880371662,19104.343428667755,28592448.25545471,-3.820758004681534
"House Sell On Imadol : House For Sale In Imadol, Lalitpur","kozy home, Imadol, Lalitpur",Lalitpur,23800000,6,3,3.0,1,South East,2016.0,386,4 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,3 Aana,8 months ago,"['Balcony', 'Water Tank', 'Water Well', 'Wifi', 'Solar Water', 'Garage']",Sale,1369.0,1026.75,17384.952520087656,Imadol,13.0,2016.0,4.0,0,6,16.98519618065851,7.222566018822171,0.050522648083623695,16278.8270896379,23819443.791098867,-0.08162991239171
"House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu",Kathmandu,18500000,8,0,0.0,0,West,,4.6K,0-3-2-0 Aana,12 Feet,12 Feet,Unknown,N/A Aana,8 months ago,[],Sale,1197.875,,15444.015444015444,Naikap,12.0,,2.0,1,0,16.733281344102608,7.089138896048115,0.005226480836236934,10093.631715253337,17515840.62354935,5.618681955392351
"House For Sale In Kirtipur, Kathmandu","Tyanglaphat, Kirtipur, Kathmandu",Kathmandu,33000000,12,0,0.0,0,North,,2.1K,0-5-5-0 Aana,12 Feet / Gravelled,12 Feet ,Gravelled,N/A Aana,8 months ago,[],Sale,2139.0625,,15427.319211102995,Kirtipur,12.0,,2.0,1,0,17.312018149733785,7.668590313196899,0.008710801393728223,1168.736303871439,18121255.214922268,82.10659034714972
"House For Sale In Swayambhu, Kathmandu","Sano Bharyang, Swayambhu, Kathmandu",Kathmandu,23000000,10,0,3.0,0,South,,4.3K,4 Aana,12 Feet / Blacktopped,12 Feet ,Blacktopped,N/A Aana,8 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Internet', 'Parking']",Sale,1369.0,,16800.584368151936,Swayambhu,12.0,,2.0,1,8,16.951004817371683,7.222566018822171,0.011033681765389082,13333.333333333334,24236431.309131026,-5.10154029428088
"House For Sale In Balambu, Kathmandu","Balambu Hariyali, Balambu, Kathmandu",Kathmandu,15500000,7,0,0.0,0,South,,1.4K,3 Aana,12 Feet / Gravelled,12 Feet ,Gravelled,N/A Aana,8 months ago,[],Sale,1026.75,,15096.177258339421,Balambu,12.0,,2.0,1,0,16.5563506464056,6.935127225777988,0.0017421602787456446,11979.54711468225,15308215.481096264,1.2528208734752002
"House For Sale In Madhyapur Thimi, Bhaktapur","Nikoshera, Madhyapur Thimi, Bhaktapur",Bhaktapur,8500000,0,0,0.0,0,East,,389,0-2-2-2 Aana,8 Meter / Soil Stabilized,8 Meter ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,898.40625,,9461.19865038784,Madhyapur Thimi,26.24672,,2.0,1,0,15.955576839107596,6.801734823389625,0.004645760743321719,2027.7777777777778,3983747.4162014136,113.36694102220284
"Plotted Land For Sale : Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,2000000,0,0,0.0,0,South East,,500,"4,5,6,7,8 aana Aana",20 Feet / Gravelled,20 Feet ,Gravelled,N/A Aana,8 months ago,[],Sale,1369.0,,1460.9203798392987,Budhanilkantha,20.0,,2.0,1,0,14.508658238524095,7.222566018822171,0.11382113821138211,13184.806428049671,3125408.5528372945,-36.00836606835389
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2225000,0,0,0.0,0,North,,291,0-9-2-2 Aana,15 Feet / Gravelled,15 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,3294.15625,,675.4385132763512,Budhanilkantha,15.0,,2.0,1,0,14.615267923020578,8.100208866146138,0.11382113821138211,13184.806428049671,3180003.627785968,-30.03152636183864
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Temple, Dhumbarahi, Kathmandu",Kathmandu,19000000,0,0,0.0,0,East,,555,0-2-3-0 Aana,10 Feet / Blacktopped,10 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,941.1875,,20187.263430506675,Dhumbarahi,10.0,,2.0,1,0,16.759949589762293,6.848204299355605,0.008130081300813009,16950.42235582776,7736395.528698929,145.59240707791645
"House For Sale In Basundhara, Kathmandu","Basundhara - Wedding Hall, Basundhara, Kathmandu",Kathmandu,29800000,0,0,0.0,0,West,,1.3K,0-5-2-0 Aana,15 Feet / Blacktopped,15 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,1882.375,,15831.064479713128,Basundhara,15.0,,2.0,1,0,17.21001898503268,7.540820659121453,0.02148664343786295,17666.944128289193,6329903.368910659,370.7812783740554
"Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,3500000,0,0,0.0,0,North,,2.3K,5 Aana,14 Feet / Gravelled,14 Feet ,Gravelled,N/A Aana,8 months ago,['Water Well'],Sale,1711.25,,2045.2885317750183,Kalanki,14.0,,2.0,1,1,15.068273812173887,7.445563574078014,0.012195121951219513,2045.2885317750183,3575336.4464010396,-2.1071148836041385
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Budhanilkantha, Kathmandu",Kathmandu,26200000,13,0,0.0,0,West,,304,0-5-5-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,2139.0625,,12248.35646457268,Budhanilkantha,13.0,,2.0,1,0,17.081270006899263,7.668590313196899,0.11382113821138211,13184.806428049671,27044245.154508397,-3.1217183163555875
"House For Sale In Tathali, Kathmandu","Tathali, Tathali, Kathmandu",Kathmandu,4600000,0,0,1.0,0,North,,402,3 Aana,13 Feet / Soil Stabilized,13 Feet ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,1026.75,,4480.1558315071825,Tathali,13.0,,2.0,1,0,15.341567078850604,6.935127225777988,0.0005807200929152149,4480.1558315071825,3672063.8812669953,25.270151847490002
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1000000,0,0,0.0,0,North,,424,5 Aana,17 Feet / Gravelled,17 Feet ,Gravelled,N/A Aana,8 months ago,[],Sale,1711.25,,584.3681519357195,Lubhu,17.0,,2.0,1,0,13.815511557963774,7.445563574078014,0.005807200929152149,1207.6941806671534,1608844.138513748,-37.84357502002642
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,8500000,0,0,0.0,0,South,,681,0-8-0-1 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,2759.390625,,3080.3902582658084,Gaushala,13.0,,2.0,1,0,15.955576839107596,7.9231274794937585,0.0017421602787456446,8000.0,5726562.615026436,48.43110206629184
"Damak Houses(Phase II) : House For Sale In Damak, Jhapa","Dhaneswor, Damak, Jhapa",Jhapa,5500000,0,0,0.0,0,East,2019.0,371,3 Kattha,1 Feet,1 Feet,Unknown,N/A Aana,8 months ago,"['Garage', 'Water Tank', 'Water Well']",Sale,10935.0,,502.9721079103795,Damak,1.0,2019.0,1.0,0,3,15.520258832020865,9.299815378403785,0.0029036004645760743,502.9721079103795,3809597.258660833,44.37221644613912
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,41000000,5,4,2.0,2,East,2073.0,2.2K,0-8-1-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,2500 Sq. Feet,8 months ago,[],Sale,2823.5625,2500.0,14520.663169311818,Budhanilkantha,13.0,2016.0,4.0,0,0,17.529082649058825,7.946108764330733,0.11382113821138211,13184.806428049671,42029940.796398945,-2.4504930934549134
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,42000000,11,0,0.0,0,West,,251,7 Aana,15 Feet / Blacktopped,15 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,2395.75,,17531.044558071586,Basundhara,15.0,,2.0,1,0,17.553180200057167,7.781868931957106,0.02148664343786295,17666.944128289193,38801945.304645576,8.241995782029868
"House For Sale In Surkhet Bazar, Surkhet","Surkhet, Surkhet Bazar, Surkhet",Surkhet,20000000,0,0,0.0,0,North,,420,162 Sq. Feet,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,"['Balcony', 'TV Cable', 'Water Well', 'Parking']",Sale,162.0,,123456.79012345678,Surkhet Bazar,20.0,,2.0,1,4,16.811242881518265,5.093750200806762,0.0005807200929152149,123456.79012345678,14156191.801728548,41.28093402604146
"Land For Sale In Kageshwari-Manohara, Kathmandu","Aalapot, Kageshwari-Manohara, Kathmandu",Kathmandu,2800000,0,0,0.0,0,North,,218,5 Aana,10 Feet / Soil Stabilized,10 Feet ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,1711.25,,1636.2308254200145,Kageshwari-Manohara,10.0,,2.0,1,0,14.845130332288226,7.445563574078014,0.0017421602787456446,1636.2308254200145,2150770.000308572,30.185933391217233
"Land For Sale In Duwakot, Bhaktapur","KMC, Duwakot, Bhaktapur",Bhaktapur,1800000,0,0,0.0,0,North,,241,30 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,10267.5,,175.31044558071585,Duwakot,20.0,,2.0,1,0,14.403297778421795,9.236836235780148,0.0017421602787456446,891.9303371650456,1700752.2436905014,5.8355211158880245
"Land For Sale In Saraswatikhel, Bhaktapur","Saraswotikhel Bus Stop, Saraswatikhel, Bhaktapur",Bhaktapur,1300000,0,0,0.0,0,West,,309,10 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,3422.5,,379.8392987582177,Saraswatikhel,13.0,,2.0,1,0,14.077875591662238,8.138418698561118,0.0005807200929152149,379.8392987582177,959379.667684729,35.50422671946865
"Land For Sale In Chhauni, Kathmandu","Chhauni Military Barrack, Chhauni, Kathmandu",Kathmandu,2500000,0,0,0.0,0,East,,298,0-3-3-0 Aana,10 Feet / Soil Stabilized,10 Feet ,Soil Stabilized,N/A Aana,8 months ago,[],Sale,1283.4375,,1947.8938397857316,Chhauni,10.0,,2.0,1,0,14.731801689838349,7.158076158301139,0.0023228803716608595,10574.280844551115,2938990.7723055254,-14.9367863431961
"House For Sale In Budhanilkantha, Kathmandu","Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,25500000,6,4,3.0,2,East,,288,4.5 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,4 Aana,8 months ago,['Garden'],Sale,1540.125,1369.0,16557.09763817872,Budhanilkantha,13.0,,2.0,1,1,17.05418904934434,7.340267948188717,0.11382113821138211,13184.806428049671,27665889.978477236,-7.828737771176697
"House For Sale In Kapan, Kathmandu","Kharibot Chowk Bus Stop, Kapan, Kathmandu",Kathmandu,15000000,0,0,0.0,0,East,2073.0,414,3 Aana,10 Feet / Blacktopped,10 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,1026.75,,14609.203798392988,Kapan,10.0,2016.0,4.0,0,0,16.52356082573315,6.935127225777988,0.023228803716608595,14052.66270131135,6786792.050325082,121.01752770340903
"KAPURDHARA NEW HOME : House For Sale In Kapurdhara, Kathmandu","Kapurdhara, Kapurdhara, Kathmandu",Kathmandu,32000000,5,5,0.0,2,East,,489,4 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'TV Cable', 'Drainage', 'Balcony']",Sale,1369.0,,23374.72607742878,Kapurdhara,13.0,,2.0,1,6,17.281246492014,7.222566018822171,0.0005807200929152149,23374.72607742878,31153272.39669241,2.717941128385242
"House For Sale In Bharatpur, Chitwan","Bharatpur lanku -trichok, Bharatpur, Chitwan",Chitwan,5000000,0,0,0.0,0,North,,378,6 Dhur,6 Meter / Gravelled,6 Meter ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1093.5,,4572.473708276178,Bharatpur,19.68504,,2.0,1,0,15.424948670398354,6.9980529169629175,0.008710801393728223,6858.710562414266,4847735.444864275,3.140941927782697
"Stay In The Green : Land For Sale In Baghdol, Lalitpur","Awas, Magar Ghau, Shital Colony, Baghdol, Lalitpur",Lalitpur,2900000,0,0,0.0,0,South East,,251,4 Aana,22 Feet / Concrete,22 Feet ,Concrete,N/A Sq. Feet,8 months ago,[],Sale,1369.0,,2118.3345507669833,Baghdol,22.0,,2.0,1,0,14.88022163978423,7.222566018822171,0.0011614401858304297,6238.794076631914,4471338.055639695,-35.14245704723148
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,2700000,0,0,0.0,0,South,,290,0-3-1-0 Aana,10 Feet / Soil Stabilized,10 Feet ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,1112.3125,,2427.375400348373,Imadol,10.0,,2.0,1,0,14.80876270134486,7.015095084552704,0.050522648083623695,16278.8270896379,2781822.1104383916,-2.9413135416303486
"House For Sale In Dadikot, Bhaktapur","Dadhikot, Dadikot, Bhaktapur",Bhaktapur,11500000,0,0,0.0,0,North,,587,0-3-0-3 Aana,12 Feet / Gravelled,12 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1090.921875,,10541.543132958077,Dadikot,12.0,,2.0,1,0,16.257857680289998,6.995694610705232,0.0029036004645760743,10541.543132958077,5262892.806824367,118.51100567900619
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,1500000,0,0,0.0,0,South,,280,0-3-3-0 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1283.4375,,1168.736303871439,Goldhunga,13.0,,2.0,1,0,14.220976332738882,7.158076158301139,0.005226480836236934,5064.523983442902,3760855.1452796333,-60.11545401096618
"Land For Sale In Chabahil, Kathmandu","Bhadrabas, Chabahil, Kathmandu",Kathmandu,1200000,0,0,0.0,0,North,,455,0-4-2-3 Aana,20 Feet / Soil Stabilized,20 Feet ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,1604.296875,,747.9912344777209,Chabahil,20.0,,2.0,1,0,13.997832948091215,7.38106398730684,0.0156794425087108,4515.572083139651,2308429.0650637983,-48.01659630087722
"Hotel On Sale : Business For Sale In Devkota Chowk, Bhairahawa","Nearby Gallamandi Road, Devkota Chowk, Bhairahawa",Bhairahawa,125000000,16,20,3.0,1,North,,637,32 Aana,55 Feet,55 Feet,Unknown,10000 Aana,8 months ago,"['Lawn', 'Air Condition', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Internet', 'Maintenance']",Sale,10952.0,3422500.0,11413.440467494522,Devkota Chowk,55.0,,2.0,1,14,18.643824303266577,9.301368670323747,0.0005807200929152149,11413.440467494522,97807910.12750363,27.80152427042804
"Land For Sale In Boudha, Kathmandu","Boudha Road Town planning, Boudha, Kathmandu",Kathmandu,5400000,0,0,0.0,0,South,,256,4 Aana,6 Meter / Blacktopped,6 Meter ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,1369.0,,3944.4850255661067,Boudha,19.68504,,2.0,1,0,15.501909696719672,7.222566018822171,0.004645760743321719,5222.242512783054,4955140.593589558,8.977735303534157
"House For Sale In Gothatar, Kathmandu","Mantar Chowk, Gothatar, Kathmandu",Kathmandu,14000000,8,0,3.0,0,West,,911,0-2-2-0 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,855.625,,16362.308254200147,Gothatar,13.0,,2.0,1,0,16.454567959008102,6.753000249905988,0.004645760743321719,14261.365612716963,15740403.83931563,-11.056919867383153
"House For Sale In Bharatpur, Chitwan","Tri Chowk bharatpur, Bharatpur, Chitwan",Chitwan,5000000,2,1,1.0,0,South,,278,6 Dhur,6 Meter / Blacktopped,6 Meter ,Blacktopped,N/A Dhur,8 months ago,[],Sale,1093.5,,4572.473708276178,Bharatpur,19.68504,,2.0,1,0,15.424948670398354,6.9980529169629175,0.008710801393728223,6858.710562414266,5507587.48376137,-9.216149271490403
"House For Sale In Hattiban, Lalitpur","Little Angels School, Hattiban, Lalitpur",Lalitpur,49500000,0,0,0.0,0,East,,11.9K,9 Aana,16 Feet / Blacktopped,16 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,3080.25,,16070.124178232287,Hattiban,16.0,,2.0,1,0,17.71748324774094,8.033090637791,0.004645760743321719,1950.328707085464,3175609.4845352257,1458.7558936657067
"13 Anna Land On Sale At Balambu : Land For Sale In Balambu, Kathmandu","gurjhudhara, Balambu, Kathmandu",Kathmandu,1700000,0,0,0.0,0,East,,233,13 Aana,16 Feet,16 Feet,Unknown,N/A Aana,8 months ago,[],Sale,4449.25,,382.08686857335505,Balambu,16.0,,2.0,1,0,14.346139397261565,8.400715553357543,0.0017421602787456446,11979.54711468225,6053181.528106609,-71.91559526000623
"0-4-2-3 Anna Land On Sale At Baad Bhanjyang : Land For Sale In Chandragiri, Kathmandu","baad bhanjyang, Chandragiri, Kathmandu",Kathmandu,1100000,0,0,0.0,0,North East,,301,0-4-2-3 Aana,13 Feet,13 Feet,Unknown,N/A Aana,8 months ago,[],Sale,1604.296875,,685.6586316045775,Chandragiri,13.0,,2.0,1,0,13.910821646859095,7.38106398730684,0.008130081300813009,1241.7823228634038,1744911.9762527086,-36.95957074222686
"Land On Sale At Gairidhara Kathmandu : Land For Sale In Gairidhara, Kathmandu","Gairidhara Road, Gairidhara, Kathmandu",Kathmandu,10000000,0,0,0.0,0,East,,317,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,1369.0,,7304.601899196494,Gairidhara,13.0,,2.0,1,0,16.118095750958314,7.222566018822171,0.0011614401858304297,19722.425127830535,7187797.074045801,39.124684475424296
"Land On Sale At Manbhawan Lalitpur : Land For Sale In Jawalakhel, Lalitpur","Lokeshwor Tole, Jawalakhel, Lalitpur",Lalitpur,8500000,0,0,0.0,0,North West,,248,1-0-0-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,5476.0,,1552.2279035792549,Jawalakhel,13.0,,2.0,1,0,15.955576839107596,8.608312784783722,0.0005807200929152149,1552.2279035792549,4049443.2887892015,109.9053967129771
"House For Sale In Dhading, Dhading","Dhading Mankamana tol, Dhading, Dhading",Dhading,9500000,0,0,2.0,0,North,,157,5 Aana,15 Feet / Soil Stabilized,15 Feet ,Soil Stabilized,N/A Sq. Feet,8 months ago,[],Sale,1711.25,,5551.497443389335,Dhading,15.0,,2.0,1,0,16.066802461833923,7.445563574078014,0.0017421602787456446,5551.497443389335,12589387.863044173,-24.539619373496244
"House On Sale At Dhobighat : House For Sale In Dhobighat, Lalitpur","Naya Bato, Dhobighat, Lalitpur",Lalitpur,80000000,5,5,0.0,4,East,2069.0,544,0-9-0-0 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,3080.25,,25971.917863809755,Dhobighat,20.0,2012.0,8.0,0,0,18.197537205138154,8.033090637791,0.004645760743321719,12685.252820387956,65991800.03491529,21.227182707053267
"House For Sale In Kadaghari, Kathmandu","HarHar Mahadev Chowk, Kadaghari, Kathmandu",Kathmandu,17000000,5,2,3.0,1,East,2076.0,531,3 Aana,12 Feet / Blacktopped,12 Feet ,Blacktopped,N/A Aana,8 months ago,"['Garage', 'Fencing', 'Water Tank']",Sale,1026.75,,16557.09763817872,Kadaghari,12.0,2019.0,1.0,0,3,16.648723960844016,6.935127225777988,0.009291521486643438,11930.849768687607,16394030.054600384,3.6962842167632397
"House For Sale In Imadol, Lalitpur","bhadrakali imadol, Imadol, Lalitpur",Lalitpur,10000000,2,2,1.0,1,North East,,3.1K,3 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Aana,8 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",Sale,1026.75,,9739.469198928658,Imadol,13.0,,2.0,1,6,16.118095750958314,6.935127225777988,0.050522648083623695,16278.8270896379,11020278.021539124,-9.258187674984162
"House For Sale In Imadol, Lalitpur","Imadol, way to tikathali, Imadol, Lalitpur",Lalitpur,30000000,9,5,4.0,3,North West,2076.0,919,0-3-2-0 Aana,33 Feet / Blacktopped,33 Feet ,Blacktopped,0-3-0-0 Aana,8 months ago,"['Garage', 'Balcony', 'Store Room', 'Parking', 'Water Well', 'Water Tank']",Sale,1197.875,1026.75,25044.349368673695,Imadol,33.0,2019.0,1.0,0,6,17.216707972959764,7.089138896048115,0.050522648083623695,16278.8270896379,28471525.194288194,5.368433181157574
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,4500000,0,0,0.0,0,West,,239,8 Aana,15 Feet / Gravelled,15 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,2738.0,,1643.535427319211,Bhaisepati,15.0,,2.0,1,0,15.319588176962746,7.915348169263078,0.02264808362369338,10000.0,3911321.60256616,15.050626290807104
"Land For Sale In Sitapaila, Kathmandu","Nagarjun Municipality Office, Sitapaila, Kathmandu",Kathmandu,1200000,0,0,0.0,0,South,,433,0-4-2-0 Aana,12 Feet / Gravelled,12 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1540.125,,779.1575359142927,Sitapaila,12.0,,2.0,1,0,13.997832948091215,7.340267948188717,0.013937282229965157,14791.8188458729,3424634.2755006505,-64.95976202233827
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,1300000,0,0,0.0,0,West,,1.4K,10 Aana,10 Feet / Soil Stabilized,10 Feet ,Soil Stabilized,N/A Aana,8 months ago,[],Sale,3422.5,,379.8392987582177,Naikap,10.0,,2.0,1,0,14.077875591662238,8.138418698561118,0.005226480836236934,10093.631715253337,2282524.3494418524,-43.04551448408907
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,1700000,0,0,0.0,0,South,,3.4K,4 Aana,10 Feet / Soil Stabilized,10 Feet ,Soil Stabilized,N/A Aana,8 months ago,[],Sale,1369.0,,1241.782322863404,Naikap,10.0,,2.0,1,0,14.346139397261565,7.222566018822171,0.005226480836236934,10093.631715253337,2017059.9112605185,-15.718913924692432
"Sukedhara, Jyotinagar House For Sell : House For Sale In Budhanilkantha, Kathmandu","Sukedhara, Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,22500000,0,3,3.0,2,East,,344,3.5 Aana,13 Feet / Paved,13 Feet ,Paved,3 Aana,8 months ago,['Balcony'],Sale,1197.875,1026.75,18783.26202650527,Budhanilkantha,13.0,,2.0,1,1,16.929025911619092,7.089138896048115,0.11382113821138211,13184.806428049671,20736389.024567425,8.504908802314317
"Land For Sale In Sanepa, Lalitpur","Everest Engineering College, Sanepa, Lalitpur",Lalitpur,5500000,0,0,0.0,0,West,,690,8 Aana,15 Feet / Concrete,15 Feet ,Concrete,N/A Aana,8 months ago,[],Sale,2738.0,,2008.7655222790358,Sanepa,15.0,,2.0,1,0,15.520258832020865,7.915348169263078,0.009872241579558653,3756.652405301054,4769193.411451074,15.323483983564646
"Land For Sale In Sanepa, Lalitpur","Chaudhary Group, Sanepa, Lalitpur",Lalitpur,7000000,0,0,0.0,0,West,,688,11 Aana,15 Feet / Blacktopped,15 Feet ,Blacktopped,N/A Aana,8 months ago,[],Sale,3764.75,,1859.3532107045621,Sanepa,15.0,,2.0,1,0,15.76142084987672,8.233702323582925,0.009872241579558653,3756.652405301054,5134174.896614544,36.341284450901234
"Land For Sale In Sanepa, Lalitpur","Sanepa Heights Road, Sanepa, Lalitpur",Lalitpur,5500000,0,0,0.0,0,West,,517,12 Aana,13 Feet / Concrete,13 Feet ,Concrete,N/A Aana,8 months ago,[],Sale,4107.0,,1339.1770148526905,Sanepa,13.0,,2.0,1,0,15.520258832020865,8.32069157104845,0.009872241579558653,3756.652405301054,4875431.430101715,12.810529259874235
"House For Sale In Kadaghari, Kathmandu","Hattidada Gothatar 9, Kadaghari, Kathmandu",Kathmandu,22000000,11,0,2.0,0,West,,351,5 Aana,15 Feet / Gravelled,15 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1711.25,,12856.099342585829,Kadaghari,15.0,,2.0,1,0,16.906553056777135,7.445563574078014,0.009291521486643438,11930.849768687607,22307063.850875527,-1.3765319045494855
"Shivam Guest House : Land For Sale In Buddha Bhumi Nagarpalika, Kapilvastu","Near Shree Laxmi Narayan Rd, Krishnanagar, Buddha Bhumi Nagarpalika, Kapilvastu",Kapilvastu,37000000,0,0,0.0,0,East,,151,8520 Sq. Feet,0 Feet / Paved,0 Feet ,Paved,N/A Sq. Feet,8 months ago,[],Sale,8520.0,,4342.723004694835,Buddha Bhumi Nagarpalika,0.0,,2.0,1,0,17.426428497635523,9.050288983827956,0.0005807200929152149,4342.723004694835,13838246.776586207,167.374910979349
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,36000000,0,0,0.0,0,South,,255,0-6-3-0 Aana,20 Feet / Gravelled,20 Feet ,Gravelled,N/A Aana,8 months ago,[],Sale,2310.1875,,15583.150718285853,Gothatar,20.0,,2.0,1,0,17.399029524198163,7.745516740691571,0.004645760743321719,14261.365612716963,4377255.021040622,722.4332333152839
"House For Sale In Kadaghari, Kathmandu","Gandhi Adarsha H. S. School/College, Kadaghari, Kathmandu",Kathmandu,13200000,7,0,2.0,0,North,,414,0-2-2-0 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,855.625,,15427.319211102995,Kadaghari,13.0,,2.0,1,0,16.395727463314174,6.753000249905988,0.009291521486643438,11930.849768687607,13958468.143710203,-5.433749147122389
"House For Sale In Kapan, Kathmandu","Ramhity Pragati Chowk, Kapan, Kathmandu",Kathmandu,29000000,18,0,4.0,0,North,,279,0-4-1-0 Aana,32 Feet / Gravelled,32 Feet ,Gravelled,N/A Sq. Feet,8 months ago,[],Sale,1454.5625,,19937.266360159843,Kapan,32.0,,2.0,1,0,17.182806422433504,7.283147702834008,0.023228803716608595,14052.66270131135,26951025.14303623,7.602585972479028
"House For Sale In Sitapaila, Kathmandu","Padma colony, Sitapaila, Kathmandu",Kathmandu,20500000,0,0,0.0,0,West,,481,5 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Sq. Feet,8 months ago,[],Sale,1711.25,,11979.54711468225,Sitapaila,20.0,,2.0,1,0,16.835935492889124,7.445563574078014,0.013937282229965157,14791.8188458729,4958169.227024746,313.4590624350564
